sku,desc,wholesale_cost,dims_cm
"PET2667","Wet Cat Food, Turkey & Turkey",1.04,17.0|15.1|1.5
"PET2669","Dry Adult Cat Food, Tuna & Tuna",1.04,12.1|9.5|1.2
"PET2698","Dry Senior Cat Food, Turkey & Turkey",1.06,19.9|9.6|3.8
"TOY2700","Super Crayons",3.28,16.5|11.6|6.4
"PET2703","Vegan Adult Cat Food, Tuna & Tuna",1.46,5.2|3.2|0.2
"PET2711","Vegan Cat Food, Salmon & Salmon",1.65,12.8|7.5|3.0
"PET2717","Dry Adult Cat Food, Chicken & Chicken",1.06,18.2|10.2|4.7
"PET2730","Wet Cat Food, Duck & Duck",1.07,16.6|8.1|7.1
"PET2743","Dry Senior Cat Food, Duck & Duck",1.03,17.0|13.7|7.7
"PET2749","Dry Senior Cat Food, Beef & Beef",0.98,20.0|13.2|11.5
"PET2755","Vegan Adult Cat Food, Chicken & Chicken",1.50,19.8|18.7|7.1
"PET2760","Wet Cat Food, Salmon & Salmon",0.84,14.4|12.2|0.4
"HOM2761","Rug Cleaner",1.43,19.6|11.7|0.2
"PET2774","Vegan Cat Food, Turkey & Turkey",1.84,14.2|6.4|5.0
"TOY2783","Vintage Train",17.14,7.4|5.7|1.9
"COL2789","Noah's Gift Box (amber)",3.53,4.0|3.3|1.5
"DLI2796","Smoked Beet Sandwich",1.07,17.4|16.3|9.3
"PET2803","Vegan Cat Food, Pumpkin & Pumpkin",1.26,16.0|7.9|7.5
"PET2806","Mouse Food",0.56,18.1|16.7|7.2
"PET2812","Dry Adult Cat Food, Duck & Duck",1.12,10.4|9.2|2.7
"TOY2812","Marvel Stickers",1.59,19.8|14.5|9.8
"PET2824","Gluten-free Adult Cat Food, Shrimp & Shrimp",1.37,4.9|4.1|0.0
"PET2852","Wet Cat Food, Chicken & Chicken",1.02,15.6|12.4|4.7
"PET2858","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.72,14.6|5.4|3.3
"PET2861","Dry Adult Cat Food, Shrimp & Shrimp",1.08,16.9|5.1|0.5
"PET2862","Wet Senior Cat Food, Tuna & Tuna",1.08,6.5|6.1|2.8
"PET2872","Dry Senior Cat Food, Chicken & Chicken",0.99,17.6|14.8|6.3
"PET2873","Vegan Senior Cat Food, Beef & Beef",1.63,17.2|0.9|0.6
"PET2874","Senior Dog Food",0.87,10.9|9.1|6.6
"PET2899","Dry Cat Food, Duck & Duck",1.14,18.7|12.0|0.3
"COL2900","Noah's Bobblehead (mauve)",5.15,15.1|11.4|10.6
"PET2901","Adult Cat Food",1.26,6.7|3.9|3.7
"PET2916","Gluten-free Cat Food, Duck & Duck",1.55,18.8|16.5|12.7
"PET2929","Hamster",0.55,15.4|6.1|4.0
"PET2931","Vegan Adult Cat Food, Shrimp & Shrimp",1.38,16.4|12.7|9.1
"PET2934","Dry Senior Cat Food, Beef & Beef",1.07,11.6|10.0|5.1
"TOY2965","Lego Crayons",3.37,17.0|14.7|3.4
"PET2973","Gluten-free Adult Cat Food, Chicken & Chicken",1.61,18.1|9.5|3.1
"PET2985","Gluten-free Senior Cat Food, Tuna & Tuna",1.67,15.8|14.6|10.2
"TOY2985","Ultra Fidget Toy",0.96,15.8|9.6|6.4
"TOY2987","Mini Fidget Toy",0.92,13.4|11.1|9.0
"PET2989","Dry Adult Cat Food, Beef & Beef",1.15,12.6|10.2|5.0
"PET3001","Dry Senior Cat Food, Shrimp & Shrimp",1.07,19.9|17.1|7.4
"PET3013","Wet Adult Cat Food, Chicken & Chicken",1.03,8.6|0.8|0.4
"PET3038","Wet Cat Food, Turkey & Turkey",0.96,13.1|10.6|8.2
"COL3038","Noah's Action Figure (purple)",13.59,14.1|11.9|11.2
"PET3041","Gluten-free Cat Food, Duck & Duck",1.88,19.1|11.8|6.4
"PET3055","Dry Adult Cat Food, Turkey & Turkey",0.83,17.4|11.9|0.2
"PET3062","Vegan Adult Cat Food, Beef & Beef",1.78,18.5|15.0|6.2
"TOY3069","Toy Hebrew Blocks",1.92,13.9|13.2|0.7
"TOY3070","Super Dreidel",3.22,16.3|8.3|6.0
"PET3071","Vegan Senior Cat Food, Beef & Beef",1.42,11.0|7.2|1.7
"PET3077","Wet Adult Cat Food, Chicken & Chicken",0.95,19.3|2.8|0.6
"PET3092","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.80,18.6|12.0|4.4
"PET3122","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.63,10.1|7.4|1.6
"PET3127","Wet Cat Food, Beef & Beef",1.05,18.6|15.4|0.2
"PET3134","Gluten-free Senior Cat Food, Duck & Duck",1.60,18.5|14.7|2.9
"TOY3134","Tonka Silly Bandz",3.11,9.9|5.0|1.4
"PET3168","Dry Cat Food, Chicken & Chicken",1.04,10.1|4.5|2.9
"TOY3176","Marvel Ball",4.51,14.6|6.6|2.1
"TOY3183","Lego Board Game",16.02,8.7|0.6|0.5
"TOY3184","Mini Ball",3.07,18.3|0.6|0.6
"PET3201","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.36,16.8|1.2|0.1
"PET3241","Wet Cat Food, Duck & Duck",0.86,15.1|10.5|2.6
"PET3242","Vegan Senior Cat Food, Shrimp & Shrimp",1.63,11.2|10.2|8.0
"PET3255","Gluten-free Cat Food, Duck & Duck",1.51,13.0|10.0|1.3
"PET3260","Vegan Adult Cat Food, Turkey & Turkey",1.39,12.9|8.6|0.4
"PET3262","Hedgehog Food",0.84,13.1|12.6|2.9
"PET3273","Vegan Senior Cat Food, Chicken & Chicken",1.57,17.9|14.5|7.1
"PET3277","Gluten-free Cat Food, Chicken & Chicken",1.67,19.8|10.9|3.5
"COL3278","Noah's Gift Box (mauve)",2.83,11.5|8.0|3.8
"TOY3281","Handmade Board Game",28.65,19.2|18.3|13.3
"PET3286","Vegan Cat Food, Duck & Duck",1.60,15.4|10.5|3.0
"PET3313","Dry Cat Food, Pumpkin & Pumpkin",1.02,17.1|9.2|5.9
"TOY3316","Automatic Toy Soldier",9.56,19.5|16.5|4.8
"PET3317","Wet Adult Cat Food, Shrimp & Shrimp",0.95,13.4|12.9|12.2
"PET3332","Dry Cat Food, Pumpkin & Pumpkin",0.92,15.8|11.1|0.1
"PET3354","Gluten-free Senior Cat Food, Salmon & Salmon",1.53,16.8|9.9|7.8
"COL3364","Noah's Lunchbox (magenta)",9.48,17.1|15.2|15.0
"PET3368","Wet Cat Food, Shrimp & Shrimp",1.05,10.7|5.1|2.5
"PET3373","Dry Adult Cat Food, Tuna & Tuna",0.97,19.1|13.6|0.8
"TOY3375","Vintage Stickers",1.59,14.4|14.1|10.9
"PET3382","Dry Senior Cat Food, Duck & Duck",1.14,20.0|5.5|3.8
"PET3384","Dry Adult Cat Food, Turkey & Turkey",1.04,14.1|13.3|3.9
"PET3388","Gluten-free Senior Cat Food, Salmon & Salmon",1.43,16.1|7.1|5.8
"TOY3390","Toy Yoyo",3.60,19.4|4.9|3.1
"PET3395","Gluten-free Cat Food, Salmon & Salmon",1.62,14.2|10.9|9.6
"TOY3397","Transformers Hebrew Blocks",4.18,19.2|15.4|11.1
"PET3399","Gluten-free Cat Food, Tuna & Tuna",1.41,13.2|8.1|4.6
"TOY3417","Tonka Crayons",3.11,12.5|9.3|3.4
"PET3425","Wet Cat Food, Chicken & Chicken",1.00,14.9|12.0|10.2
"PET3427","Vegan Cat Food, Beef & Beef",1.31,18.9|7.1|4.4
"COL3430","Noah's Lunchbox (green)",10.22,16.0|6.9|1.9
"PET3432","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.50,14.5|13.0|3.6
"PET3439","Vegan Adult Cat Food, Salmon & Salmon",1.57,13.8|6.8|4.9
"PET3443","Gluten-free Senior Cat Food, Chicken & Chicken",1.45,18.5|18.4|2.5
"DLI3447","Salted Egg Salad",0.92,12.7|8.6|0.0
"PET3456","Wet Senior Cat Food, Salmon & Salmon",0.82,19.4|18.2|0.7
"TOY3487","Transformers Yoyo",7.24,17.0|10.2|3.7
"TOY3500","Mega Blocks",4.48,19.1|12.3|5.9
"PET3501","Wet Senior Cat Food, Beef & Beef",1.13,11.2|4.5|3.1
"PET3510","Vegan Adult Cat Food, Duck & Duck",1.52,8.4|3.5|2.3
"PET3512","Wet Cat Food, Tuna & Tuna",0.87,15.6|11.9|4.3
"COL3516","Noah's Bobblehead (azure)",4.34,11.9|9.6|2.2
"TOY3526","Mechanical Doll",8.27,13.5|12.9|5.5
"PET3547","Gluten-free Cat Food, Beef & Beef",1.54,10.0|6.3|2.9
"COL3562","Noah's Action Figure (puce)",15.30,11.6|10.6|1.0
"TOY3577","Marvel Toy Soldier",16.41,14.4|14.0|3.1
"PET3578","Wet Senior Cat Food, Chicken & Chicken",1.18,17.5|16.6|10.4
"PET3579","Dry Adult Cat Food, Salmon & Salmon",1.02,17.1|16.7|11.8
"PET3590","Gluten-free Adult Cat Food, Beef & Beef",1.56,17.5|16.9|0.8
"PET3601","Wet Adult Cat Food, Salmon & Salmon",0.94,17.6|6.0|5.8
"COL3603","Noah's Bobblehead (purple)",4.84,16.4|14.1|2.4
"PET3623","Gluten-free Cat Food, Chicken & Chicken",1.26,12.7|6.0|0.4
"PET3625","Vegan Adult Cat Food, Shrimp & Shrimp",1.66,4.4|3.6|2.4
"PET3639","Vegan Adult Cat Food, Salmon & Salmon",1.23,19.0|6.9|2.9
"PET3653","Vegan Adult Cat Food, Chicken & Chicken",1.43,16.8|12.7|12.3
"COL3655","Noah's Jersey (amber)",8.95,18.2|18.2|11.8
"PET3660","Dry Cat Food, Duck & Duck",0.77,19.6|16.5|2.1
"PET3668","Gluten-free Adult Cat Food, Tuna & Tuna",1.57,17.0|5.4|2.7
"COL3675","Noah's Action Figure (white)",15.07,17.4|12.2|4.3
"PET3682","Dry Cat Food, Salmon & Salmon",0.91,15.0|14.9|7.3
"TOY3711","Vintage Crayons",5.29,17.1|15.4|11.7
"PET3715","Wet Cat Food, Chicken & Chicken",0.93,15.0|10.6|2.1
"PET3724","Dry Cat Food, Turkey & Turkey",1.18,13.8|10.0|6.1
"PET3725","Wet Adult Cat Food, Turkey & Turkey",0.99,19.8|16.4|12.2
"TOY3748","Star Wars Train",24.60,20.0|10.1|9.3
"TOY3749","Star Wars Blocks",6.97,12.1|8.8|5.0
"PET3758","Vegan Senior Cat Food, Tuna & Tuna",1.50,19.0|14.3|9.7
"PET3759","Dry Senior Cat Food, Salmon & Salmon",0.98,20.0|14.0|6.9
"TOY3760","Handmade Toy Soldier",19.29,17.0|9.2|1.7
"PET3762","Wet Senior Cat Food, Salmon & Salmon",0.83,17.4|12.7|8.6
"PET3764","Wet Adult Cat Food, Shrimp & Shrimp",0.97,8.7|5.8|3.0
"TOY3774","Mini Blocks",4.21,19.7|10.8|7.2
"PET3785","Vegan Senior Cat Food, Shrimp & Shrimp",1.47,12.5|11.6|4.8
"TOY3793","Tonka Slinky",3.10,19.2|13.7|13.4
"DLI3797","Smoked Cucumber Sandwich",0.95,17.8|3.5|1.6
"PET3801","Wet Senior Cat Food, Chicken & Chicken",1.19,19.7|17.6|9.5
"TOY3801","Marvel Airplane",19.68,12.5|11.7|8.1
"PET3807","Dry Senior Cat Food, Shrimp & Shrimp",0.93,19.0|9.1|5.8
"PET3814","Vegan Adult Cat Food, Duck & Duck",1.66,10.8|2.9|1.1
"PET3815","Vegan Adult Cat Food, Tuna & Tuna",1.71,16.5|5.2|3.7
"DLI3817","Kasha Cabbage Roll",1.05,17.5|10.9|5.8
"PET3834","Wet Senior Cat Food, Shrimp & Shrimp",1.23,11.0|10.3|2.8
"PET3839","Gluten-free Cat Food, Beef & Beef",1.30,16.8|10.9|0.2
"PET3848","Wet Adult Cat Food, Beef & Beef",0.98,17.6|17.1|2.9
"PET3855","Dry Senior Cat Food, Chicken & Chicken",0.92,12.6|8.2|7.5
"TOY3859","Noah's Fidget Toy",0.91,14.3|9.7|2.6
"PET3864","Vegan Senior Cat Food, Tuna & Tuna",1.38,19.4|14.2|10.4
"TOY3873","Star Wars Crayons",6.36,18.1|13.8|4.6
"PET3882","Wet Adult Cat Food, Turkey & Turkey",0.83,7.8|5.4|0.7
"TOY3894","Toy Doll",6.94,16.7|8.1|2.3
"COL3898","Noah's Gift Box (blue)",3.00,14.5|10.9|0.8
"PET3905","Senior Guinea Pig Food",0.49,16.4|11.0|7.9
"TOY3910","Disney Train",33.86,14.0|6.9|2.1
"PET3913","Gluten-free Cat Food, Beef & Beef",1.51,14.8|9.6|0.6
"DLI3915","Kasha Knish",0.94,18.7|13.8|3.8
"TOY3922","Vintage Hebrew Blocks",4.75,16.1|3.0|2.4
"PET3929","Gluten-free Cat Food, Turkey & Turkey",1.42,19.3|14.2|6.9
"PET3930","Dry Cat Food, Shrimp & Shrimp",1.00,12.9|9.8|3.0
"PET3934","Dry Senior Cat Food, Pumpkin & Pumpkin",0.87,13.4|12.9|9.1
"PET3942","Snake Food",1.14,18.0|16.5|1.9
"PET3978","Senior Rabbit Food",1.87,12.6|6.7|2.0
"PET3992","Dry Senior Cat Food, Duck & Duck",0.98,18.0|14.3|9.7
"DLI4002","Smoked Egg Sandwich",0.90,15.6|14.8|5.0
"BKY4004","Raspberry Sufganiah",1.02,18.7|10.6|3.3
"PET4005","Vegan Adult Cat Food, Salmon & Salmon",1.24,19.4|11.9|3.1
"PET4017","Dry Cat Food, Shrimp & Shrimp",1.11,19.8|19.6|7.3
"PET4020","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.66,6.0|4.1|1.9
"PET4036","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.34,18.7|8.2|2.5
"PET4042","Wet Cat Food, Chicken & Chicken",1.09,6.7|5.8|2.1
"PET4044","Dry Adult Cat Food, Tuna & Tuna",0.76,19.1|13.4|5.0
"DLI4044","Dilled Cucumber Sandwich",0.99,19.9|10.6|0.3
"TOY4052","Power Crayons",3.05,17.1|5.4|0.1
"PET4053","Dry Senior Cat Food, Turkey & Turkey",1.08,8.4|3.4|0.8
"PET4055","Vegan Senior Cat Food, Beef & Beef",1.62,12.8|3.0|1.2
"PET4073","Vegan Senior Cat Food, Duck & Duck",1.44,16.8|11.7|0.2
"PET4089","Vegan Senior Cat Food, Chicken & Chicken",1.41,14.2|11.2|3.4
"COL4117","Noah's Poster (yellow)",3.63,19.7|12.0|6.3
"TOY4117","Ultra Hebrew Blocks",2.95,11.8|9.2|1.0
"PET4122","Wet Adult Cat Food, Shrimp & Shrimp",1.21,13.2|5.5|0.3
"DLI4122","Salted Beet Salad",1.02,18.8|11.9|11.8
"PET4124","Vegan Senior Cat Food, Chicken & Chicken",1.43,17.4|13.4|8.0
"PET4128","Vegan Cat Food, Chicken & Chicken",1.91,16.0|11.0|9.0
"PET4135","Senior Rat Food",0.58,12.3|11.8|11.2
"PET4147","Dry Senior Cat Food, Tuna & Tuna",1.03,13.5|6.4|5.6
"PET4156","Wet Adult Cat Food, Salmon & Salmon",1.01,19.6|15.0|2.0
"PET4179","Adult Hedgehog Food",0.90,9.9|7.2|6.2
"DLI4190","Smoked Whitefish Salad",0.89,14.7|11.8|4.0
"PET4195","Gluten-free Senior Cat Food, Tuna & Tuna",1.31,10.6|10.2|0.9
"PET4199","Wet Senior Cat Food, Pumpkin & Pumpkin",1.07,14.5|3.9|2.8
"PET4202","Wet Adult Cat Food, Chicken & Chicken",0.92,17.7|11.4|9.6
"PET4204","Cat Food",1.32,19.3|10.1|5.4
"TOY4205","Tonka Stickers",0.90,12.5|9.9|4.9
"PET4211","Gluten-free Senior Cat Food, Turkey & Turkey",1.28,17.4|5.7|3.6
"PET4227","Adult Fish Food",0.81,10.7|9.7|5.4
"TOY4227","Handmade Slinky",5.80,17.3|13.0|11.8
"TOY4249","Super Toy Soldier",9.72,19.2|18.2|7.6
"PET4258","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.58,19.5|9.1|7.3
"TOY4258","Ultra Silly Bandz",3.46,13.9|11.9|1.6
"COL4270","Noah's Bobblehead (yellow)",5.70,17.4|17.2|6.5
"COL4281","Noah's Jersey (yellow)",10.52,17.8|17.6|14.2
"PET4284","Wet Adult Cat Food, Beef & Beef",0.75,15.2|14.0|2.2
"PET4285","Wet Cat Food, Turkey & Turkey",1.09,13.1|4.3|2.8
"COL4285","Noah's Jersey (purple)",9.59,9.3|5.1|4.5
"PET4307","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.45,14.8|4.0|3.5
"PET4308","Dry Adult Cat Food, Shrimp & Shrimp",1.15,18.1|15.2|13.2
"DLI4311","Salted Salmon Salad",0.98,15.4|14.6|5.9
"PET4312","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.26,11.6|10.2|1.6
"PET4323","Dry Cat Food, Beef & Beef",0.95,12.9|3.8|1.9
"TOY4330","Ultra Dreidel",3.05,8.9|6.1|1.4
"PET4345","Gluten-free Senior Cat Food, Turkey & Turkey",1.36,19.6|9.1|0.9
"PET4361","Dry Senior Cat Food, Pumpkin & Pumpkin",1.12,16.6|12.2|5.9
"COL4363","Noah's Gift Box (puce)",2.93,19.0|13.9|11.4
"PET4368","Wet Senior Cat Food, Shrimp & Shrimp",1.09,13.9|7.1|0.8
"PET4370","Dry Cat Food, Salmon & Salmon",0.90,10.8|8.9|2.5
"PET4389","Wet Senior Cat Food, Salmon & Salmon",1.00,17.2|9.8|1.0
"BKY4390","Raspberry Hamentash",1.13,13.9|12.9|0.1
"PET4392","Vegan Cat Food, Salmon & Salmon",1.49,6.7|1.3|1.2
"PET4402","Gluten-free Cat Food, Salmon & Salmon",1.56,19.2|9.6|9.1
"DLI4420","Pickled Beet Salad",0.97,18.1|3.2|0.5
"PET4425","Dry Cat Food, Pumpkin & Pumpkin",1.01,8.0|7.5|0.9
"DLI4426","Dilled Beet Salad",1.12,16.9|16.3|3.9
"PET4428","Wet Adult Cat Food, Shrimp & Shrimp",0.86,13.4|9.8|6.0
"PET4432","Dry Senior Cat Food, Salmon & Salmon",0.93,18.6|12.1|0.7
"DLI4436","Pickled Beet Sandwich",0.95,18.5|17.2|5.0
"PET4440","Wet Adult Cat Food, Salmon & Salmon",1.05,10.0|4.6|0.3
"DLI4443","Pickled Cabbage Sandwich",0.98,16.8|7.5|4.2
"TOY4448","Lego Yoyo",5.62,14.8|13.2|2.1
"PET4453","Gluten-free Adult Cat Food, Beef & Beef",1.46,6.9|6.4|6.4
"PET4457","Dry Cat Food, Shrimp & Shrimp",1.12,19.6|19.3|8.8
"PET4458","Dry Senior Cat Food, Beef & Beef",0.96,16.0|13.2|2.0
"PET4469","Wet Senior Cat Food, Shrimp & Shrimp",0.91,15.3|12.3|3.1
"DLI4471","Dilled Cabbage Salad",0.96,14.6|10.0|1.6
"TOY4473","Noah's Crayons",2.82,17.0|11.4|7.9
"PET4479","Wet Adult Cat Food, Duck & Duck",0.97,19.4|18.1|14.9
"PET4482","Gluten-free Cat Food, Chicken & Chicken",1.77,17.2|14.1|9.7
"PET4490","Gluten-free Cat Food, Pumpkin & Pumpkin",1.51,14.6|12.0|5.9
"PET4491","Dry Senior Cat Food, Salmon & Salmon",0.94,19.1|16.8|2.3
"TOY4505","Marvel Slinky",5.20,19.7|17.7|1.7
"PET4513","Lizard Food",0.98,14.9|12.7|9.9
"PET4534","Vegan Adult Cat Food, Tuna & Tuna",1.59,18.7|10.4|8.8
"PET4535","Gluten-free Cat Food, Turkey & Turkey",1.64,18.7|18.2|10.7
"PET4537","Gluten-free Adult Cat Food, Chicken & Chicken",1.53,6.1|3.7|2.3
"PET4554","Dry Cat Food, Beef & Beef",1.03,16.3|8.9|8.0
"PET4558","Dry Cat Food, Tuna & Tuna",0.87,17.6|17.0|3.7
"PET4567","Vegan Cat Food, Tuna & Tuna",1.51,18.7|6.9|0.2
"PET4569","Vegan Cat Food, Shrimp & Shrimp",1.55,14.1|2.1|1.4
"PET4571","Lizard",0.80,17.1|14.3|2.0
"TOY4587","Manual Yoyo",5.19,11.7|11.6|10.2
"TOY4600","Marvel Yoyo",6.95,13.4|7.9|2.5
"PET4615","Vegan Cat Food, Pumpkin & Pumpkin",1.46,11.2|2.2|0.8
"TOY4618","Ultra Board Game",16.57,14.8|12.9|8.1
"TOY4627","Lego Hebrew Blocks",3.45,9.4|6.9|6.7
"TOY4631","Toy Board Game",8.95,17.1|15.9|6.5
"PET4637","Gluten-free Senior Cat Food, Duck & Duck",1.48,19.5|7.1|2.5
"PET4643","Wet Adult Cat Food, Tuna & Tuna",1.08,11.0|9.7|0.8
"PET4653","Dry Senior Cat Food, Tuna & Tuna",1.09,8.2|2.3|0.0
"PET4663","Wet Cat Food, Tuna & Tuna",1.11,13.8|4.2|4.1
"PET4669","Gluten-free Cat Food, Pumpkin & Pumpkin",1.69,17.8|8.1|4.2
"PET4688","Dry Senior Cat Food, Tuna & Tuna",1.09,19.3|15.3|1.4
"PET4689","Vegan Senior Cat Food, Shrimp & Shrimp",1.54,19.5|18.3|0.7
"PET4706","Gluten-free Adult Cat Food, Turkey & Turkey",1.75,12.3|6.0|1.9
"TOY4727","Disney Silly Bandz",9.59,11.4|10.5|3.1
"PET4740","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.31,10.5|6.1|3.1
"PET4741","Dry Cat Food, Tuna & Tuna",1.15,14.2|9.7|8.3
"PET4752","Wet Adult Cat Food, Turkey & Turkey",1.09,15.2|5.9|4.0
"BKY4760","Poppyseed Rugelach",1.07,15.1|14.7|11.4
"PET4764","Gluten-free Cat Food, Turkey & Turkey",1.49,13.1|11.0|8.8
"PET4790","Dry Senior Cat Food, Pumpkin & Pumpkin",0.96,13.1|10.1|1.5
"DLI4799","Pickled Whitefish Salad",1.11,13.5|9.4|2.8
"PET4800","Gluten-free Senior Cat Food, Salmon & Salmon",1.30,18.6|10.0|5.2
"PET4803","Wet Cat Food, Chicken & Chicken",1.01,19.8|17.8|3.4
"TOY4808","Disney Stickers",2.97,12.0|7.9|3.9
"PET4815","Wet Adult Cat Food, Duck & Duck",0.87,19.0|15.1|11.1
"DLI4821","Smoked Egg Salad",1.18,16.5|14.1|4.1
"DLI4838","Dilled Herring Sandwich",1.03,11.8|10.7|3.3
"PET4854","Dry Cat Food, Beef & Beef",1.14,8.0|7.4|2.7
"COL4856","Noah's Lunchbox (white)",9.31,16.4|9.1|1.4
"PET4863","Wet Adult Cat Food, Chicken & Chicken",0.90,6.6|5.2|0.6
"PET4959","Dry Senior Cat Food, Tuna & Tuna",0.89,13.2|6.0|1.7
"PET4970","Vegan Senior Cat Food, Beef & Beef",1.48,17.4|17.1|4.3
"PET4977","Dry Cat Food, Chicken & Chicken",0.82,13.9|11.2|0.5
"PET4978","Wet Senior Cat Food, Shrimp & Shrimp",0.93,15.6|14.2|4.8
"PET4990","Vegan Cat Food, Shrimp & Shrimp",1.58,16.4|16.1|10.4
"TOY5005","Mega Fidget Toy",0.97,8.9|4.0|1.4
"COL5018","Noah's Poster (puce)",4.41,19.1|17.8|13.6
"PET5019","Dry Cat Food, Duck & Duck",0.96,17.4|17.3|8.1
"PET5028","Wet Senior Cat Food, Chicken & Chicken",1.05,12.7|7.9|5.9
"PET5031","Dry Senior Cat Food, Turkey & Turkey",1.04,13.6|3.3|2.5
"TOY5037","Automatic Silly Bandz",3.46,6.7|2.5|2.4
"BKY5054","Raspberry Linzer Cookie",1.00,13.6|9.7|5.9
"PET5070","Vegan Senior Cat Food, Beef & Beef",1.56,19.5|13.0|0.4
"PET5071","Dry Cat Food, Salmon & Salmon",0.99,18.2|8.1|0.0
"PET5082","Guinea Pig",0.54,7.3|5.9|1.7
"PET5103","Vegan Adult Cat Food, Turkey & Turkey",1.50,18.7|17.5|16.5
"PET5104","Vegan Cat Food, Beef & Beef",1.65,18.9|18.1|10.2
"PET5138","Wet Senior Cat Food, Salmon & Salmon",0.86,8.9|8.8|2.8
"PET5150","Gluten-free Adult Cat Food, Tuna & Tuna",1.31,17.7|4.8|3.3
"TOY5157","Transformers Slinky",3.87,18.2|16.2|10.2
"TOY5158","Star Wars Yoyo",11.62,12.0|10.2|7.0
"PET5163","Dry Senior Cat Food, Chicken & Chicken",1.00,13.3|11.8|5.4
"PET5177","Dry Adult Cat Food, Salmon & Salmon",1.05,17.2|16.6|9.6
"COL5184","Noah's Jersey (puce)",8.31,17.4|15.3|9.4
"PET5199","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.47,17.5|13.4|1.0
"PET5212","Vegan Adult Cat Food, Salmon & Salmon",1.64,9.8|9.3|6.4
"TOY5215","Marvel Blocks",6.02,16.7|8.0|1.7
"PET5227","Gluten-free Senior Cat Food, Duck & Duck",1.18,11.9|6.9|1.4
"TOY5237","Lego Blocks",4.78,9.4|1.8|0.5
"TOY5239","Power Slinky",2.90,8.4|8.3|6.9
"PET5246","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.65,8.5|6.2|2.7
"TOY5250","Mechanical Crayons",2.50,15.6|9.4|7.6
"PET5251","Gluten-free Cat Food, Tuna & Tuna",1.22,13.3|3.6|1.0
"DLI5254","Matzo Ball Soup",0.90,15.1|15.0|1.1
"PET5263","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.54,19.3|15.3|12.0
"PET5266","Wet Senior Cat Food, Turkey & Turkey",1.11,19.9|13.2|0.5
"DLI5269","Broccoli Cabbage Roll",1.01,19.7|18.0|17.6
"PET5276","Dry Adult Cat Food, Duck & Duck",1.00,16.5|12.9|8.3
"PET5287","Wet Adult Cat Food, Beef & Beef",0.89,17.3|17.3|7.8
"PET5289","Vegan Adult Cat Food, Duck & Duck",1.73,15.3|6.1|5.5
"PET5292","Vegan Cat Food, Tuna & Tuna",1.43,17.1|13.5|11.6
"PET5316","Vegan Cat Food, Turkey & Turkey",1.73,10.8|5.3|1.5
"BKY5319","Raspberry Mandelbrot",1.09,12.6|12.1|2.8
"TOY5326","Electric Doll",11.26,13.9|8.5|3.0
"COL5340","Noah's Action Figure (amber)",15.70,5.1|4.8|3.3
"PET5347","Wet Adult Cat Food, Beef & Beef",1.05,19.7|4.1|1.9
"TOY5358","Automatic Blocks",3.89,18.0|13.1|8.4
"PET5361","Vegan Senior Cat Food, Tuna & Tuna",1.59,14.0|8.9|4.1
"TOY5367","Vintage Board Game",25.55,14.0|7.8|2.9
"DLI5380","Borscht Soup",0.94,17.8|8.7|5.5
"COL5396","Noah's Bobblehead (red)",5.24,10.2|1.5|0.3
"PET5402","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.29,19.5|15.0|2.7
"PET5406","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.44,8.7|5.2|5.0
"PET5428","Dry Cat Food, Duck & Duck",1.04,19.6|18.0|6.4
"PET5429","Wet Senior Cat Food, Duck & Duck",1.13,17.9|9.1|1.9
"PET5439","Wet Senior Cat Food, Turkey & Turkey",0.93,16.6|2.2|1.2
"PET5452","Vegan Cat Food, Chicken & Chicken",1.31,11.9|8.2|3.0
"TOY5452","Ultra Blocks",4.41,15.5|13.6|9.7
"PET5460","Dry Cat Food, Shrimp & Shrimp",0.96,17.6|13.1|10.6
"PET5462","Gluten-free Cat Food, Chicken & Chicken",1.59,13.5|9.0|6.0
"PET5472","Gluten-free Senior Cat Food, Beef & Beef",1.57,14.3|7.9|3.1
"DLI5479","Kasha Latke",1.18,17.6|5.0|3.9
"PET5481","Wet Senior Cat Food, Tuna & Tuna",1.21,16.3|3.9|0.4
"PET5483","Gluten-free Adult Cat Food, Beef & Beef",1.77,6.5|3.7|2.9
"PET5485","Wet Senior Cat Food, Duck & Duck",0.93,17.6|13.3|9.0
"PET5509","Wet Senior Cat Food, Beef & Beef",0.95,19.5|16.6|13.9
"TOY5517","Disney Fidget Toy",3.03,19.9|4.9|3.5
"PET5518","Vegan Cat Food, Pumpkin & Pumpkin",1.40,19.1|11.9|0.1
